# Translation from CC-CEDICT,,,,,
# Creative Commons Attribution-Share Alike 3.0 License ,,,,,
Simplified,Pinyin,Edition,Level,Lesson,English
高,gāo,3,1,2,/high/tall/above average/loud/your (honorific)/
家,jiā,3,1,2,/home/family/classifier for families or businesses/refers to the philosophical schools of pre-Han China/noun suffix for specialists in some activity such as musician or revolutionary corresponds to English -ist
几,jǐ,3,1,2,/how much/how many/several/a few/
口,kǒu,3,1,2,/mouth/classifier for things with mouths (people domestic animals
哥哥,gēge,3,1,2,/older brother/CL:個|个[ge4]位[wei4]/
两,liǎng,3,1,2,/both/two/ounce/some/a few/tael/weight equal to 50 grams/
妹妹,mèimei,3,1,2,/younger sister/fig. younger woman (esp. girl friend or rival)/CL:個|个[ge4]/
和,hé,3,1,2,/to mix together/to blend/
大姐,dàjiě,3,1,2,/big sister/elder sister/older sister (also polite term of address for a girl or woman slightly older than the speaker)/
二姐,èrjiě,3,1,2,
做,zuò,3,1,2,/to do/to make/to produce/to write/to compose/to act as/to engage in/to hold (a party)/to be/to become/to function (in some capacity)/to serve as/to be used for/to form (a bond or relationship)/to pretend/to feign/to act a part/to put on appearance/
工作,gōngzuò,3,1,2,/job/work/construction/task/CL:個|个[ge4]份[fen4]
律师,lǜshī,3,1,2,/lawyer/
英文,yīngwén,3,1,2,/English (language)/
都,dōu,3,1,2,/capital city/metropolis/
大学生,dàxué shēng,3,1,2,/university student/college student/
大学,dàxué,3,1,2,/university/college/CL:所[suo3]/
医生,yīshēng,3,1,2,/doctor/CL:個|个[ge4]位[wei4]
白英愛,bái yīng'ài,3,1,2,
九月,jiǔyuè,3,1,3,/September/ninth month (of the lunar year)/
月,yuè,3,1,3,/moon/month/CL:個|个[ge4]輪|轮[lun2]/
十二,shí'èr,3,1,3,/twelve/12/
号,hào,3,1,3,/ordinal number/day of a month/mark/sign/business establishment/size/ship suffix/horn (wind instrument)/bugle call/assumed name/to take a pulse/classifier used to indicate number of people/
星期,xīngqī,3,1,3,/week/CL:個|个[ge4]/day of the week/Sunday/
星期四,xīngqī sì,3,1,3,/Thursday/
天,tiān,3,1,3,/day/sky/heaven/
生日,shēngrì,3,1,3,/birthday/CL:個|个[ge4]/
生,shēng,3,1,3,/to be born/to give birth/life/to grow/raw uncooked/
日,rì,3,1,3,/sun/day/date day of the month/abbr. for 日本 Japan/
今年,jīnnián,3,1,3,/this year/
年,nián,3,1,3,/year/CL:個|个[ge4]/
多,duō,3,1,3,/many/much/a lot of/numerous/multi-/far more/in excess/how (to what extent)/
大,dà,3,1,3,/doctor/
十八,shíbā,3,1,3,/eighteen/18/
岁,suì,3,1,3,/classifier for years (of age)/year/year (of crop harvests)/
吃,chī,3,1,3,/stammer/
饭,fàn,3,1,3,/food/cuisine/cooked rice/meal/CL:碗[wan3]頓|顿[dun4]/
怎么样,zěnme yàng,3,1,3,/how?/how about?/how was it?/how are things?/
太…了,tài…le,3,1,3,
谢谢,xièxie,3,1,3,/to thank/thanks/
喜欢,xǐhuan,3,1,3,/to like/to be fond of/
菜,cài,3,1,3,/dish (type of food)/vegetables/vegetable/cuisine/CL:盤|盘[pan2]道[dao4]/
还是,háishì,3,1,3,/or/still/nevertheless/
可是,kěshì,3,1,3,/but/however/
我们,wǒmen,3,1,3,/we/us/ourselves/our/
点,diǎn,3,1,3,/drop (of liquid)/stain/spot/speck/jot/dot stroke (in Chinese characters)/decimal point/point/mark (of degree or level)/a place (with certain characteristics)/iron bell/o’clock/a little/a bit/some/(point) unit of measurement for type/to touch on briefly/to make clear/to light/to ignite/to kindle/period of time at night (24 minutes) (old)/a drip/to dibble/classifier for small indeterminate quantities/
半,bàn,3,1,3,/half/semi-/incomplete/(after a number) and a half/
晚上,wǎnshang,3,1,3,/evening/night/CL:個|个[ge4]/in the evening/
见,jiàn,3,1,3,/appear/
再见,zàijiàn,3,1,3,/goodbye/see you again later/
再,zài,3,1,3,/again/once more/re-/second/another/then (after sth and not until then)/
英国,yīngguó,3,1,3,/United Kingdom 聯合王國|联合王国[Lian2 he2 wang2 guo2]/United Kingdom of Great Britain and Northern Ireland/abbr. for England 英格蘭|英格兰[Ying1 ge2 lan2]/
现在,xiànzài,3,1,3,/now/at present/at the moment/modern/current/nowadays/
刻,kè,3,1,3,/quarter (hour)/moment/to carve/to engrave/to cut/oppressive/classifier for short time intervals/
事（儿）,shì(r),3,1,3,
今天,jīntiān,3,1,3,/today/at the present/now/
很,hěn,3,1,3,/(adverb of degree)/quite/very/awfully/
忙,máng,3,1,3,/busy/hurriedly/
明天,míngtiān,3,1,3,/tomorrow/
晚饭,wǎnfàn,3,1,3,/evening meal/dinner/supper/CL:份[fen4]頓|顿[dun4]
为什么,wèi shénme,3,1,3,/why?/for what reason?/
为,wèi,3,1,3,/variant of 為|为[wei4] because of/for/to/
因为,yīnwèi,3,1,3,/because/owing to/on account of/
还,hái,3,1,3,/to pay back/to return/
同学,tóngxué,3,1,3,/to study at the same school/fellow student/classmate/CL:位[wei4]個|个[ge4]/
认识,rènshi,3,1,3,/to know/to recognize/to be familiar with/acquainted with sth/knowledge/understanding/awareness/cognition/
朋友,péngyou,3,1,3,/friend/CL:個|个[ge4]位[wei4]/
周末,zhōumò,3,1,4,/weekend/
打球,dǎqiú,3,1,4,/to play ball/to play with a ball/
打,dǎ,3,1,4,/to beat/to strike/to hit/to break/to type/to mix up/to build/to fight/to fetch/to make/to tie up/to issue/to shoot/to calculate/to play (a game)/since/from/
球,qiú,3,1,4,/ball/sphere/globe/CL:個|个[ge4]/ball game/match/CL:場|场[chang3]/
看,kàn,3,1,4,/to see/to look at/to read/to watch/to consider/to regard as/to view as/to treat as/to judge/(after repeated verb) to give it a try/depending on (how you're judging)/to visit/to call on/to treat (an illness)/to look after/Watch out! (for a danger)/
电视,diànshì,3,1,4,/television/TV/CL:臺|台[tai2]個|个[ge4]/
电,diàn,3,1,4,/electric/electricity/electrical/
视,shì,3,1,4,/to look at/to regard/to inspect/
唱歌（儿）,chànggē(r),3,1,4,
唱,chàng,3,1,4,/sing/to call loudly/to chant/
歌,gē,3,1,4,/song/CL:支[zhi1]首[shou3]/to sing/
跳舞,tiàowǔ,3,1,4,/to dance/
跳,tiào,3,1,4,/to jump/to hop/to skip over/to bounce/to palpitate/
舞,wǔ,3,1,4,/to dance/to wield/to brandish/
听,tīng,3,1,4,/to let/to allow/
音乐,yīnyuè,3,1,4,/music/CL:張|张[zhang1]曲[qu3]
书,shū,3,1,4,/book/letter/CL:本[ben3]冊|册[ce4]
对,duì,3,1,4,/couple/pair/to be opposite/to oppose/to face/versus/for/to/correct (answer)/to answer/to reply/to direct (towards sth)/right/
有的,yǒude,3,1,4,/(there are) some (who are...)/some (exist)/
时候,shíhou,3,1,4,/time/length of time/moment/period/
电影,diànyǐng,3,1,4,/movie/film/CL:部[bu4]片[pian4]
影,yǐng,3,1,4,/picture/image/film/movie/photograph/reflection/shadow/trace/
常常,chángcháng,3,1,4,/frequently/usually/often/
那,nà,3,1,4,/that/those/then (in that case)/commonly pr. [nei4] before a classifier esp. in Beijing/
去,qù,3,1,4,/to go/to go to (a place)/to cause to go or send (sb)/to remove/to get rid of/(when used either before or after a verb) to go in order to do sth/to be apart from in space or time/(after a verb of motion indicates movement away from the speaker)/(used after certain verbs to indicate detachment or separation)/(of a time or an event etc) just passed or elapsed/
外国,wàiguó,3,1,4,/foreign (country)/CL:個|个[ge4]/
请客,qǐngkè,3,1,4,/to give a dinner party/to entertain guests/to invite to dinner/
昨天,zuótiān,3,1,4,/yesterday/
所以,suǒyǐ,3,1,4,/therefore/as a result/so/
小,xiǎo,3,1,4,/small/tiny/few/young/
好久,hǎojiǔ,3,1,4,/quite a while/
好,hǎo,3,1,4,/to be fond of/
久,jiǔ,3,1,4,/(long) time/(long) duration of time/
不错,búcuò,3,1,4,/correct/right/not bad/pretty good/
错,cuò,3,1,4,/mistake/wrong/bad/interlocking/complex/to grind/to polish/to alternate/to stagger/to miss/to let slip/to evade/to inlay with gold or silver/
想,xiǎng,3,1,4,/to think/to believe/to suppose/to wish/to want/to miss/
觉得,juéde,3,1,4,/to think/to feel/
有意思,yǒu yìsi,3,1,4,/interesting/meaningful/enjoyable/fun/
意思,yìsi,3,1,4,/idea/opinion/meaning/wish/desire/CL:個|个[ge4]/
只,zhǐ,3,1,4,/only/merely/just/but/classifier for birds and certain animals one of a pair
睡觉,shuìjiào,3,1,4,/to go to bed/to sleep/
睡,shuì,3,1,4,/to sleep/
觉,jiào,3,1,4,/feel/find that/thinking/awake/aware/
算了,suànle,3,1,4,/let it be/let it pass/forget about it/
找,zhǎo,3,1,4,/to try to find/to look for/to call on sb/to find/to seek/to return/to give change/
别人,biéren,3,1,4,/other people/others/other person/
别（的）,bié(de),3,1,4,
呀,ya,3,1,5,/(particle equivalent to 啊 after a vowel expressing surprise or doubt)/
进,jìn,3,1,5,/to advance/to enter/to come (or go) into/to receive or admit/to eat or drink/to submit or present/(used after a verb) into in/to score a goal/
快,kuài,3,1,5,/rapid/quick/speed/rate/soon/almost/to make haste/clever/sharp (of knives or wits)/forthright/plain-spoken/gratified/pleased/pleasant/
进来,jìnlai,3,1,5,/to come in/
来,lái,3,1,5,/to come/to arrive/to come round/ever since/next/
介绍,jièshào,3,1,5,/to present/to introduce/to recommend/to suggest/to let know/to brief/
一下,yíxià,3,1,5,/(used after a verb) give it a go/to do (sth for a bit to give it a try)/one time/once/in a while/all of a sudden/all at once/
高兴,gāoxìng,3,1,5,/happy/glad/willing (to do sth)/in a cheerful mood/
漂亮,piàoliang,3,1,5,/pretty/beautiful/
坐,zuò,3,1,5,/to sit/to take a seat/to take (a bus airplane etc)/to bear fruit/
在,zài,3,1,5,/(located) at/(to be) in/to exist/in the middle of doing sth/(indicating an action in progress)/
哪儿,nǎr,3,1,5,/where?/wherever/anywhere/
学校,xuéxiào,3,1,5,/school/CL:所[suo3]/
喝,hē,3,1,5,/to shout loudly/
点（儿）,diǎn(r),3,1,5,
茶,chá,3,1,5,/tea/tea plant/CL:杯[bei1]壺|壶[hu2]/
咖啡,kāfēi,3,1,5,/coffee/CL:杯[bei1]/
吧,ba,3,1,5,/(modal particle indicating suggestion or surmise)/...right?/...OK?/...I presume./
要,yào,3,1,5,/important/vital/to want/will/going to (as future auxiliary)/may/must/
瓶,píng,3,1,5,/bottle/vase/pitcher/CL:個|个[ge4]/classifier for wine and liquids/
可乐,kělè,3,1,5,/amusing/entertaining/cola/
可以,kěyǐ,3,1,5,/can/may/possible/able to/
对不起,duìbuqǐ,3,1,5,/unworthy/to let down/I'm sorry/excuse me/pardon me/if you please/sorry? (please repeat)/
给,gěi,3,1,5,/to supply/to provide/
杯,bēi,3,1,5,/cup/classifier for certain containers of liquids: glass cup/
水,shuǐ,3,1,5,/water/river/liquid/beverage/additional charges or income/(of clothes) classifier for number of washes/
高小音,gāo xiǎoyīn,3,1,5,
玩（儿）,wán(r),3,1,5,
了,le,3,1,5,/to finish/to achieve/to understand/(of eyes) bright/clear-sighted/to understand clearly/
图书馆,túshū guǎn,3,1,5,/library/CL:家[jia1]個|个[ge4]/
一起,yìqǐ,3,1,5,/in the same place/together/with/altogether (in total)/
聊天（儿）,liáotiān(r),3,1,5,
聊,liáo,3,1,5,/to chat/to depend upon (literary)/temporarily/just/slightly/
天,tiān,3,1,5,/day/sky/heaven/
才,cái,3,1,5,/ability/talent/sb of a certain type/a capable individual/only/only then/just now/a moment ago/just now/(preceded by a clause of condition or reason) not until/(followed by a numerical clause) only/
回家,huíjiā,3,1,5,/to return home/
回,huí,3,1,5,/to circle/to go back/to turn around/to answer/to return/to revolve/Hui ethnic group (Chinese Muslims)/time/classifier for acts of a play/section or chapter (of a classic book)/to curve/to return/to revolve/
给,gěi,3,1,6,/to supply/to provide/
打电话,dǎ diànhuà,3,1,6,/to make a telephone call/
电话,diànhuà,3,1,6,/telephone/CL:部[bu4]/phone call/CL:通[tong1]/phone number/
喂,wéi/wèi,3,1,6,/hello (interj. esp. on telephone)/hey/to feed (sb or some animal)/to feed/
在,zài,3,1,6,/(located) at/(to be) in/to exist/in the middle of doing sth/(indicating an action in progress)/
就,jiù,3,1,6,/at once/right away/only/just (emphasis)/as early as/already/as soon as/then/in that case/as many as/even if/to approach/to move towards/to undertake/to engage in/to suffer/subjected to/to accomplish/to take advantage of/to go with (of foods)/with regard to/concerning/
您,nín,3,1,6,/you (courteous as opposed to informal 你[ni3])/
哪,nǎ/něi,3,1,6,/which? (interrogative followed by classifier or numeral-classifier)/
位,wèi,3,1,6,/position/location/place/seat/classifier for people (honorific)/classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)/
下午,xiàwǔ,3,1,6,/afternoon/CL:個|个[ge4]/p.m./
时间,shíjiān,3,1,6,/time/period/CL:段[duan4]/
问题,wèntí,3,1,6,/question/problem/issue/topic/CL:個|个[ge4]/
要,yào,3,1,6,/important/vital/to want/will/going to (as future auxiliary)/may/must/
开会,kāihuì,3,1,6,/to hold a meeting/to attend a meeting/
开,kāi,3,1,6,/to open/to start/to turn on/to boil/to write out (a medical prescription)/to operate (vehicle)/abbr. for 開爾文|开尔文 degrees Kelvin/
会,huì,3,1,6,/to balance an account/accountancy/accounting/
上午,shàngwǔ,3,1,6,/morning/CL:個|个[ge4]/
节,jié,3,1,6,/festival/holiday/node/joint/section/segment/part/to economize/to save/to abridge/moral integrity/classifier for segments e.g. lessons
课,kè,3,1,6,/subject/course/class/lesson/CL:堂[tang2]节|節[jie2]
年级,niánjí,3,1,6,/grade/CL:個|个[ge4]/
考试,kǎoshì,3,1,6,/to take an exam/exam/CL:次[ci4]/
考,kǎo,3,1,6,/to check/to verify/to test/to examine/to take an exam/
试,shì,3,1,6,/to test/to try/experiment/examination/test/
以后,yǐhòu,3,1,6,/after/later/afterwards/following/later on/in the future/
空（儿）,kòng(r),3,1,6,
要是,yàoshì,3,1,6,/if/
方便,fāngbiàn,3,1,6,/convenient/to help out/to make things easy for people/convenience/suitable/having money to spare/(euphemism) to go to the toilet/
到,dào,3,1,6,/to (a place)/until (a time)/up to/to go/to arrive/
办公室,bàn'gōng shì,3,1,6,/office/business premises/bureau/CL:間|间[jian1]/
行,xíng,3,1,6,/behavior/conduct/
等,děng,3,1,6,/class/rank/grade/equal to/same as/to wait for/to await/et cetera/and so on/et al. (and other authors)/after/as soon as/once/
别,bié,3,1,6,/to make sb change their ways opinions etc/
客气,kèqi,3,1,6,/polite/
常老师,cháng lǎoshī,3,1,6,
下个,xiàge,3,1,6,
下,xià,3,1,6,/down/downwards/below/lower/later/next (week etc)/second (of two parts)/to decline/to go down/
中文,zhōngwén,3,1,6,/Chinese/Chinese written language/Chinese writing/
文,wén,3,1,6,/language/culture/writing/formal/literary/gentle/(old) classifier for coins/Kangxi radical 118/
帮,bāng,3,1,6,/to help/to assist/to support/for sb (i.e. as a help)/hired (as worker)/side (of pail boat etc)/outer layer/group/gang/clique/party/secret society/
准备,zhǔnbèi,3,1,6,/preparation/to prepare/to intend/to be about to/reserve (fund)/
练习,liànxí,3,1,6,/exercise/drill/practice/CL:個|个[ge4]/
说,shuō,3,1,6,/to speak/to say/a theory (usually in compounds such as 日心说 heliocentric theory)/
啊,a,3,1,6,/modal particle ending sentence showing affirmation
但是,dànshì,3,1,6,/but/however/
得,děi,3,1,6,/to have to/must/ought to/to need to/
跟,gēn,3,1,6,/heel/to follow closely/to go with/to marry sb (of woman)/with/towards/as (compared to)/from (different from)/and (in addition to)/
见面,jiànmiàn,3,1,6,/to meet/to see sb/CL:次[ci4]/
面,miàn,3,1,6,/flour/noodles/
回来,huílai,3,1,6,/to return/to come back/
说话,shuōhuà,3,1,7,/to speak/to say/to talk/to gossip/to tell stories/talk/word/
话,huà,3,1,7,/dialect/language/spoken words/speech/talk/words/conversation/what sb said/CL:種|种[zhong3]席[xi2]
上个,shànggè,3,1,7,/first (of two parts)/last (week etc)/previous/the above/
得,de,3,1,7,/to have to/must/ought to/to need to/
复习,fùxí,3,1,7,/to revise/to review/revision/CL:次[ci4]/variant of 復習|复习/to revise/to review/revision/
写,xiě,3,1,7,/to write/
字,zì,3,1,7,/letter/symbol/character/word/CL:個|个[ge4]/courtesy or style name traditionally given to males aged 20 in dynastic China/
慢,màn,3,1,7,/slow/
枝,zhī,3,1,7,/branch/classifier for sticks rods
笔,bǐ,3,1,7,/pen/pencil/writing brush/to write or compose/the strokes of Chinese characters/classifier for sums of money deals/CL:支[zhi1]
张,zhāng,3,1,7,/to open up/to spread/sheet of paper/classifier for flat objects sheet/classifier for votes/
纸,zhǐ,3,1,7,/paper/CL:張|张[zhang1]沓[da2]/classifier for documents
教,jiāo,3,1,7,/religion/teaching/to make/to cause/to tell/
怎么,zěnme,3,1,7,/variant of 怎麼|怎么[zen3 me5]/
懂,dǒng,3,1,7,/to understand/to know/
真,zhēn,3,1,7,/really/truly/indeed/real/true/genuine/
哪里,nǎli,3,1,7,/where?/somewhere/anywhere/wherever/nowhere (negative answer to question)/humble expression denying compliment/
预习,yùxí,3,1,7,/to prepare a lesson/
学,xué,3,1,7,/learn/study/science/-ology/
第,dì,3,1,7,/(prefix indicating ordinal number e.g. first
语法,yǔfǎ,3,1,7,/grammar/
容易,róngyì,3,1,7,/easy/likely/liable (to)/
生词,shēngcí,3,1,7,/new word (in textbook)/word that is unfamiliar or not yet studied/CL:組|组[zu3]個|个[ge4]/
多,duō,3,1,7,/many/much/a lot of/numerous/multi-/far more/in excess/how (to what extent)/
汉字,hànzì,3,1,7,/Chinese character/CL:個|个[ge4]/Japanese: kanji/Korean: hanja/
难,nán,3,1,7,/disaster/distress/to scold/
平常,píngcháng,3,1,7,/ordinary/common/usually/ordinarily/
早,zǎo,3,1,7,/early/morning/Good morning!/
这么,zhème,3,1,7,/so much/this much/how much?/this way/like this/
晚,wǎn,3,1,7,/evening/night/late/
早上,zǎoshang,3,1,7,/early morning/CL:個|个[ge4]/
功课,gōngkè,3,1,7,/homework/assignment/task/classwork/lesson/study/CL:門|门[men2]/
大家,dàjiā,3,1,7,/everyone/influential family/great expert/
上课,shàngkè,3,1,7,/to go to class/to attend class/to go to teach a class/
开始,kāishǐ,3,1,7,/to begin/beginning/to start/initial/CL:個|个[ge4]/
念,niàn,3,1,7,/to read/to study (a degree course)/to read aloud/to miss (sb)/idea/remembrance/twenty (banker's anti-fraud numeral corresponding to 廿 20)/
课文,kèwén,3,1,7,/text/CL:篇[pian1]/
录音,lùyīn,3,1,7,/to record (sound)/sound-recording/CL:個|个[ge4]/
学习,xuéxí,3,1,7,/to learn/to study/
帅,shuài,3,1,7,/handsome/graceful/smart/commander in chief/
酷,kù,3,1,7,/ruthless/strong (e.g. of wine)/(of sb or sth) cool (loanword)/
篇,piān,3,1,8,/sheet/piece of writing/bound set of bamboo slips used for record keeping (old)/classifier for written items: chapter article/
日记,rìjì,3,1,8,/diary/CL:則|则[ze2]本[ben3]
累,lèi,3,1,8,/rope/to bind together/to twist around/
起床,qǐchuáng,3,1,8,/to get out of bed/to get up/
床,chuáng,3,1,8,/bed/couch/classifier for beds/CL:張|张[zhang1]/
洗澡,xǐzǎo,3,1,8,/to bathe/to take a shower/
早饭,zǎofàn,3,1,8,/breakfast/CL:份[fen4]頓|顿[dun4]
一边,yìbiān,3,1,8,/one side/either side/on the one hand/on the other hand/doing while/
教室,jiàoshì,3,1,8,/classroom/CL:間|间[jian1]/
发音,fāyīn,3,1,8,/to pronounce/pronunciation/to emit sound/
新,xīn,3,1,8,/new/newly/meso- (chemistry)/
电脑,diànnǎo,3,1,8,/computer/CL:臺|台[tai2]/
脑,nǎo,3,1,8,/brain/mind/head/essence/
中午,zhōngwǔ,3,1,8,/noon/midday/CL:個|个[ge4]/
餐厅,cāntīng,3,1,8,/dining-hall/dining-room/restaurant/CL:間|间[jian1]家[jia1]/
午饭,wǔfàn,3,1,8,/lunch/CL:份[fen4]頓|顿[dun4]
上网,shàngwǎng,3,1,8,/to be on the internet/to stretch a net (in a sports game or for covering sth)/to be netted (of fish)/
